Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL,amazon_url,amazon_mrp,amazon_sale_price,amazon_quantity,amazon_uom
32,08B0UAATBA,Crocs Mens Crocband Flip Flop White,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/31d0101e-8e13-49a6-bc84-a23b2f874f9f_BeltsWalletsBagsinstamax_D7TVST9W2U_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/08B0UAATBA?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzU0NjQ1MzIzMTQyOTk2OjE3NDUzMjM1OTI6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.4RwxszE7YRMgJLBreS33sSzXpRWZHmZ0_oY_t1KDa-BTqMawo-e6MHhDxeS8NarlTDLQJuBwEc9-JMs5L6hvfCagcGdGFedqAQxUbhJFeSXtStoEM3y7UCssaeq_HhDfk0DUTkzC9zD1GrZ8TkAh7EIW5RpZSLuv2Gd5uICtzaSAmXTSCCdCCesS831sfGBdqbGBvAZIJvqrmLpvCLk7PFhHLaFolwIgKxbKeVZTDWRZJ7oDBerr8IpNp3YTcbsVyj5_TDiVlgS7tpwwACJ0hIBVs_Fms3U6p7EI2gq3Ly0.AzpRKK7wkYkXOzs2sjxQWnhHz7BVb5dBv6Ot-VbmL6g%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BCrocband%2BFlip%2BFlop%2BWhite%2B4UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323592%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
33,YP691XFV2W,Crocs Mens Classic Crocs Sandal Green,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/18/0d1541b1-7ff7-4dc4-9d9d-d57f3cb49ad4_81313_1.png,11UK,https://www.swiggy.com/stores/instamart/p/YP691XFV2W?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTY1NTAxOTQ2NzY3MzI4OjE3NDUzMjM1OTU6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.zR36akMrEtMJDB5AI_KTsXRckqJLEpNpJpZGndCEM7e6p1Nk4oQ7YoVKR6Swwc92CDtSg7Xhlja0z7NUd3Tfe9qPe9iSA80h1J0JxpqwlS9-7SBILsUsE5hkyA9wdSU9GOFGhBzRm9dWeG_htwC6RErrjCWlKSQvwnIcBvpn0GbKU_JgQSmGSu3XxgYYvRJ8ri06CVI5RfU_yFFYAQfqF-f8LVJ-CySdRj_IhFQBSW5tfuOJVWKsVvUfWHaZps5qbVpl5gITeTaOI6sMOdNkA_mmbIcVfrF-a-nd71lZop8.U55qP1pQKb03BO13o3nTDDTAlZhWbDd0u6FaV6mb9cQ%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BClassic%2BCrocs%2BSandal%2BGreen%2B11UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323595%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
34,5RNTSVPVM1,Wonderchef Royal Velvet Dosa Tawa 28cm,Kitchen and Dining,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/d0d4c1a2-ba3e-44e0-ab56-829ec06208d6_991054_1.png,1box,https://www.swiggy.com/stores/instamart/p/5RNTSVPVM1?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDM2NTU4MDYxNjE1NjIyOjE3NDUzMjM1OTk6c3BfYXRmOjIwMDU1NTM4ODI3Mzk4OjowOjo&url=%2FWonderchef-Non-Stick-Induction-Soft-Touch-Aluminium%2Fdp%2FB07NQQ7YL1%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.46Y-apBTA2PnqnzLp_XO1s_vqIjElornU_5JpNyRoTqUUjfm5kH9tQRj5Onb4S1xEdvSALYKMW50tMcIgSUup7SO6DYj1B70XC21Ps6qGtUHwX3U7dU6JBpUiL9TR5wI6Ogkp6atXfZKkHbwBJTgk6M2bkZhNEvfadpi8lHNZ8zPNKisKRo6i9hR3fTEzynoEAEFfsslqNV1Cnz7d3Pqdacsix0BH_iwWeOd8O_1-pVhAoAHVs0uJO97e8qblHNooqV8jVFMJe8GvBkv33TzcmmsHJL6I_ejqgQZqvjmQ5I.lL8de_gjprpOsJN10kHVX8hMhVVQSXWDcdLflGTlZm0%26dib_tag%3Dse%26keywords%3DWonderchef%2BRoyal%2BVelvet%2BDosa%2BTawa%2B28cm%2B1box%26qid%3D1745323599%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,2100.00,1399.,N/A,N/A
35,ESN2PL70B3,Crocs Womens Kadee II Graphic Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/a89564d6-912d-4b69-85a2-8fb9ffa0d1ca_BeltsWalletsBagsinstamax_NJRLJZZO9J_MN.jpg,1Piece,https://www.swiggy.com/stores/instamart/p/ESN2PL70B3?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MDIyNTY1MDg2ODAxMDk0OjE3NDUzMjM2MDM6c3BfYXRmOjMwMDUzOTU0MjA5NzczMjo6MDo6&url=%2FFadex-Lightweight-Slippers-Footwear-Numeric%2Fdp%2FB0DR5Z4L77%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.57X3wX5UGKk2hVhShnLNYF7VY5uDce7kY1OBrOPK3boEcPfh5iGEcmtI8BAzmA7EszlV5ByungIIylvfRdZkQ5igoh4i9UIKGwJvhXMnSlwiDOjKk_JG9fvDYO2gH2H8-gWruqHDuuiEtcyRAVy0GSDcQLTjUgJrdTupp0V7x655naAw7BQQ3rYLoIbUt-os3GxwnGf_gVVU_9UD-3VUgaYBoUKj2A3kGa-CwNiT-6USRPo_UsVk4tFOQqKB-FB6RKm8CqEHkqnaKcs6HGd9ATOfo66FyIG6FQlszDZKdBI.fZSbK1u2OEiBeXafbP1HxKLGz92R1x4jKieoKTlgC2I%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BKadee%2BII%2BGraphic%2BFlip%2BFlop%2BBlack%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323603%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,249,N/A,N/A
36,GS3PZOHA8L,Quace Pumkin Halloween Basket (Medium),Toys,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/10/17/290f0b02-2fed-4cfc-9812-b625491a99d6_840034_1.png,1Piece,https://www.swiggy.com/stores/instamart/p/GS3PZOHA8L?custom_back=true,https://www.amazon.in/Jack-Lantern-Halloween-Baskets-Selling/dp/B07JYZMLPP/ref=sr_1_1?dib=eyJ2IjoiMSJ9.IqHXLTELPUHwWeOOVGpUSYuJNX1GMIG0oJZgrNPOO29liFzD_TxFDd8jn3pld5M1jKw2PnkdFINF98Z3FzJkBgBk_W1SLy1boYrZUSUaAhLQZuvKYzoELNxqZbZn2B1WHPJbyYPxk80vv1req6y-dShOipqdALfwHKTzbtNjVF9xK1p_AxxNg2NIq3UWqgO9sCSUM-fcLoyLqaxx23lVAUdNsTXqWzQZHTk2v73ncu9E2fwHvsnnvR-wHT8dzSrQxUwleTsvAqEQV0f0cw6nM6JqhVkya8VNanXP5djL8-M.yV7R7nBaymIdjcnAAyh7kq1Ipxu3YhxYR3Fm7PTuPBs&dib_tag=se&keywords=Quace+Pumkin+Halloween+Basket+%28Medium%29+1Piece&qid=1745323605&sr=8-1,N/A,195.,N/A,N/A
37,GYVR3XQLZK,playR Training T-Shirt Red - M,Home and Kitchen Needs,https://instamart-media-assets.swiggy.com/swiggy/image/upload/086bca61fc57b934ecba88b41c8c9312,1Piece,https://www.swiggy.com/stores/instamart/p/GYVR3XQLZK?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzQ4MjQwMTExOTQ0MTQwOjE3NDUzMjM2MTE6c3BfYXRmOjMwMDQ5ODg2NjYwMjgzMjo6MDo6&url=%2FJiSu-2Men-Oversize-Softness-Everyday%2Fdp%2FB0DT79K1V8%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.nD2iwxI7NiBDgUSvZcNxHehIvG4d5mW_fb-14g8mn4SLb2A04YinRJkg3nsH2CXQgB1MxdADpQyV-yxcOSmGOQCVMoy79WXEEMMwQh6GR646rkw9xnEJg26E70oH2ItOdIkGrO1Nyi4qr4aAJq0bSrPExzPXhr1uMt4Md6NGKTW5Z_7nGj2tp4zz-uRr5vmV8vZgxLQHudFJ32OfLKXLbunOv30t03xc4dA4389YkmJVSc-lkN7klmUmyuVIpozSDzTKuLJ3pnGwRc5Avt2VWs4yBH01URLL9fkV-95vixs.bxWHKoHKZu1OSPbFfZIesPq42xI-mABlyGX2wN35Yic%26dib_tag%3Dse%26keywords%3DplayR%2BTraining%2BT-Shirt%2BRed%2B-%2BM%2B1Piece%26qid%3D1745323611%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
38,O98EO1TGBH,Paper Boat Nata De Coco - Coco Bliss,Cold Drinks and Juices,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/2/13/f900e3b7-8070-48ce-b2ed-951d7a81907d_622207_1.png,250g,https://www.swiggy.com/stores/instamart/p/O98EO1TGBH?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3MTgxODI1OTM4MzYxOTQyOjE3NDUzMjM2MTU6c3BfYXRmOjMwMDQ1OTkzNDM3MzAzMjo6MDo6&url=%2FPaper-Boat-Energy-Fruits-Trail%2Fdp%2FB0DPQ5PVPF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.LxIvXlPPHgfus02GePy0Wh4wZ4thbBxbRNYtjsYsRj4x6s7fznyFRSJQxI108KSlfCXNI7yXaXYJgvsLoAqS0FspwYfSnSLYCw-_zE32fTe4oHNuwr8YoGX-e3zhCVD0d1Y8y5LJBN-_2cg1EcH_dxY71779po2AwvbgEXxmJY_lyyOnEXKpP5UEEVbKw85PLiK_llf-dJBgNYID0sZsVM_kdLem0JzaFtN7UAPZM3L48BjfLoUZB-np8_JlnF1dWBz1eru003EqA8mMGO-4OoTwr641cj4Ue0I7XiLjxj8.4-_hB31BJj58vwdwYC8VTXIoo3llYlDUA70KcJlTurU%26dib_tag%3Dse%26keywords%3DPaper%2BBoat%2BNata%2BDe%2BCoco%2B-%2BCoco%2BBliss%2B250g%26qid%3D1745323615%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,558.,N/A,N/A
39,QBNYAR70VZ,Picfest Super Hero Mask For Party Spiderman,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/09b2d57e254676c8a9a92b42746e89f7,1Piece,https://www.swiggy.com/stores/instamart/p/QBNYAR70VZ?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1NTEyNjE0NTgyOTM4OTY4OjE3NDUzMjM2MTc6c3BfYXRmOjMwMDQ3MzMxNDMzMTkzMjo6MDo6&url=%2FFancyDressWale-Superhero-birthday-party-flavour%2Fdp%2FB0DVTBDFY2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.zofRqdnSu8APiXB70Wq3AaSbbRsJ588yClTM22a-3KsadiuWPjLX1RvZby9C_KYATH33TxnAxalah0NL1bsyVAlR0-cVh1U0nv8ZUvPvde_G7JGjA1JxycdEaNiavssr5768uWcnIVpx-JoA_MVOfk4K9Ja2MN00kINX7ZaWSlsSLuFJmIktyDdQ1Avl51BjPtdqoRuiCQKxETlzPF_a3_Pf2YcNeWr4pA_DarsJfe2DZOywddlYmYa4_Vq-Aj2PnXlNODsnGUHq_p65u3vshLiVSJUkoLYX0LVuWJKLgkc.BkkXzQMxzJBkuMDN04Wjml8vDr5pBz5OH5KgmepzZZI%26dib_tag%3Dse%26keywords%3DPicfest%2BSuper%2BHero%2BMask%2BFor%2BParty%2BSpiderman%2B1Piece%26qid%3D1745323617%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,263,N/A,N/A
40,B41URYNB1T,Crocs Classic Crocs Sandal Black_UK10,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/589290d5-553b-467a-b9cb-238d5dee7cc6_BeltsWalletsBagsinstamax_C5NCD10QM7_MN.PNG,10UK,https://www.swiggy.com/stores/instamart/p/B41URYNB1T?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2OTM5NjM2ODg2Mzc4NzgyOjE3NDUzMjM2MjI6c3BfYXRmOjMwMDQyOTA3Njk1NDczMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ69L4G%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.nXJxVkQ60_uu7t9MqYg_E8dtGc5ZTrfUCFzgBqC_YfH5DwGZWFWUkDi1Kgz1yi-b5MGgPmpHZz_cF0Xmdwrh5cQMAW7AWnmqXpFkf9LvZHtanWJu7bvqavP51y_4wvyF5SCmUyTMAwZZh4op7-eNgFEScNt_t9XbsT3LNSUHyzwoDWt5S0HTgbX6I1-rqpQ5iMDIxkbctY8mtzSMXfrriYYgnMoZbf8jrOfhS6_2wYp5g4j8ouirBlDMvYYR9UQAllBMWO0KDRnKoxEQEI6TpuBxLM1I9cvoC_MVMJuejnU.w77v_yz-zuwq_NT_wgsPWInLMylKDSgBTfa2Zh9U3-g%26dib_tag%3Dse%26keywords%3DCrocs%2BClassic%2BCrocs%2BSandal%2BBlack_UK10%2B10UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323621%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
41,V242TO690K,Crocs Unisex Mellow Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a213a955-47db-47b5-a983-e9b89836dc82_BeltsWalletsBagsinstamax_3VJ1ZBAQ8B_MN.PNG,7UK,https://www.swiggy.com/stores/instamart/p/V242TO690K?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NDcwNzQ1ODQ1OTQ2MTA0OjE3NDUzMjM2MjM6c3BfYXRmOjMwMDQyOTA3Njk1NTczMjo6MDo6&url=%2FYo-kai-Modern-Featherweight-Footwear-Numeric%2Fdp%2FB0D9CY5ZLN%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.HREdQvnKD8EnMCtYxUv9ig8W8fE5zwz7PIaQvkWnZU-MNIrhCWn_pCpSCmN10NmGxghCc5IAhNtan4e_6BofMy3Jr6foytkoXXDybStgbAMvrFHFndunnIqNJEzjnrHV99uVYuMSHjgbr2C4OI1FtdhPhuEbIagBaUmcjU1SBd7c5ttSfwBYHGiBzvtm19zT1CfDbVetkre9RCpAAp-Nta_xT4vb4t824zkzhXQyW19nWTGGR4SNcfJC-rPC808ongzQZEI9FuQJr2yguCJobYBsNXiU-ZRr9w9hw833Vfo.V5AjJdhSgcfRMNBfNW0L2ZeYtYq1DJw-jxu7t8v9HPE%26dib_tag%3Dse%26keywords%3DCrocs%2BUnisex%2BMellow%2BFlip%2BFlop%2BBlack%2B7UK%26nsdOptOutParam%3Dtrue%26qid%3D1745323623%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
42,CKZ0SXQUTK,PicFest Tissue Ribbon Red,Party Planning,https://instamart-media-assets.swiggy.com/swiggy/image/upload/e01b605f462c7bd5e1772af538621499,25meter,https://www.swiggy.com/stores/instamart/p/CKZ0SXQUTK?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MTA2Nzg3ODE3ODgyMzE5OjE3NDUzMjM2MjY6c3BfYXRmOjMwMDUxNjExMzAwMzgzMjo6MDo6&url=%2FRibbon-Polyester-Wrapping-Multiple-Decorations%2Fdp%2FB0DY58V7JN%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.feivw604DzLkWybFw4kEGWhQwJufmDUe5fOA9DjUW41RdBIPUB0pFIK5BWmskop2yNFxuJhslKx6GR6jI9rZr355xXhZzOmNnMA0wlx_uU_Gfgx619Bs-NkjrdX97m3ED4lbE3IFjZjIgjVYQhD6yeV8o8YQcpYUMVdD7PdYh2WVJbBM-zknTwrCMVgdCa-DPXcfUrxEonespHAlk3CnrZQDqQjYaw6SqpXLrQkIAMtUBGBI5A3DFHKCMBjRkNzoQqy1Bl0stb0qwU8L_UeC-8AS0XEDa4cb2ZQzOxFlPWo.iw0MyEcTWILq8aKM-N5-nU_gDevrnTHOBkPFNjaZkwM%26dib_tag%3Dse%26keywords%3DPicFest%2BTissue%2BRibbon%2BRed%2B25meter%26nsdOptOutParam%3Dtrue%26qid%3D1745323626%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,999.,N/A,N/A
43,U8VF3AJXK3,Crocs Womens Splash Glitter Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a1d739fd-9152-488d-afa2-89c6f4e520c2_BeltsWalletsBagsinstamax_39PBVHMLXI_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/U8VF3AJXK3?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NjUwNDY4ODE1ODcwNTU4OjE3NDUzMjM2Mjg6c3BfYXRmOjMwMDU0MDc5ODIzMjczMjo6MDo6&url=%2FPARIGHAR-Flip-Flops-Slippers-Comfortable-FormalWear%2Fdp%2FB0F5BVYCJ6%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.EH7jGWRtfxSPSNCCXVcgtnYdXMwxZYy6rLSHS9_BUvgyX0OeR75WCzYY-SYT68N8nn1Pqz-DAJpU1MVYG6cwFBCGqfBggjetkf7qt--JtPxaPZ5jrHKcv-ByuGletgXVlGQQYE2N5Ui0uVCbf_TjmwQKbWMSKsYyHNrbo-I4qTVftnRvRAcslbf5ZjPWWYI7bsa_tCBUoG2pJif1EVnD0w-7IrjWGXM_tq2mVXHe_OEpAk6n12GQe-q3lT3MuLnx5j059d7Ti1JwG9CvBduyc_N8axkf1odyWF5nTAcjMgE.iBgfb7f6ejEG9m2cO5b8tOeGzYXzQsIR3DNEHaGO1kg%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BSplash%2BGlitter%2BFlip%2BFlop%2BBlack%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323628%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
44,1VMO0QY8BB,Just Lil Things-gold-pin-earrings-jlt11312,Jewelry and Hair Accessories,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/15/f24de0e1-87e0-4a59-8c92-59330f4c7f3d_149868_1.jpg,25g,https://www.swiggy.com/stores/instamart/p/1VMO0QY8BB?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDEzMjk5NzExMjY0MzM6MTc0NTMyMzYzMTpzcF9hdGY6MzAwNDgxNDMxODc0NzMyOjowOjo&url=%2FZISTHI-Sterling-Silver-Traditional-Earrings%2Fdp%2FB0DRNYB8N4%2Fref%3Dsr_1_1_sspa%3Fkeywords%3DJust%2BLil%2BThings-gold-pin-earrings-jlt11312%2B25g%26qid%3D1745323631%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DAL9Y47R9B2EX4,N/A,1499,3.52,g
45,7IW4C17KR5,Crocs Unisex Mellow Flip Flop Black.,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/a213a955-47db-47b5-a983-e9b89836dc82_BeltsWalletsBagsinstamax_3VJ1ZBAQ8B_MN.PNG,1Piece,https://www.swiggy.com/stores/instamart/p/7IW4C17KR5?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4NDI2ODQ0MTYzOTA0MzA5OjE3NDUzMjM2MzM6c3BfYXRmOjMwMDUzOTc3Mzg4OTIzMjo6MDo6&url=%2FDoctor-Health-Waterproof-Comfortable-Acupressure%2Fdp%2FB0F5BRXMR4%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.HREdQvnKD8EnMCtYxUv9ig8W8fE5zwz7PIaQvkWnZU97qn-R9WEVvv2khCqxQZgqoSxgwZPHevfFxWZOSLCob0ZcIP7OLIypu-Rc_nSoI7HkDc1k4EPDyJjSMUUJg36uS9fNdbyOc_FOF09IyUPbuz9yZAQMegG2TYJ80-ZHB1Pt_T6sHxyhZxTSa9ep_LvH-FS1BrBjXvAp0FDZFMkHl4dVT2j2E3wM944-YHqNRPKhKzsPhXEU_n78nfqWOgotYOxBo_VyyVxc7hcLheNub4BsNXiU-ZRr9w9hw833Vfo.mWR3mDcPaeRwmsj3vi71OJbmPH40UlMPW5kng_TFitE%26dib_tag%3Dse%26keywords%3DCrocs%2BUnisex%2BMellow%2BFlip%2BFlop%2BBlack.%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745323633%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,699,N/A,N/A
46,N98Y0ZBRQK,Crocs Men Crocs Bayaband Flip Flop Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/3/13/e0b9c498-07fd-461a-b748-f76470d39fa3_HandkerchiefsandSocksinstamax_QWA83IT3UM_MN.PNG,1Pair,https://www.swiggy.com/stores/instamart/p/N98Y0ZBRQK?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MDU1NzA1NDQ3MzAwOTc3OjE3NDUzMjM2MzY6c3BfYXRmOjMwMDQyOTA3Njk2MjczMjo6MDo6&url=%2FYo-kai-Modern-Featherweight-Footwear-Numeric%2Fdp%2FB0D9CWQ3VV%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.YEpsWxOruB01mGo8KooLZeofX-SFSUycWEIj9FwBwT94TppnETOQPYnRoou1KRKevg-Zi_TqL99CeTYHMhZPjoGL1b2WiqO_EwXclo30aRWrBs7HKoXfNR6tmyBCgfnrVamW865p8PrvTL8XJ79CypQylMu9UPQZINaJm-_gTP94pZP03cv3CYPzpFUEOiZ1IjmrGE3V-KCePTWHwGvA0lfmfInK6aNyFuYCZph62C2X5-Ih1jDsrRl-9sQSSOHq52EquPmjHk149tAE1BXD09udjObQquyBauc7jxx31AU.aZCDeA1-y5GppnvyJHwIsENKP-Cj87-DTNPifLTpIAs%26dib_tag%3Dse%26keywords%3DCrocs%2BMen%2BCrocs%2BBayaband%2BFlip%2BFlop%2BNavy%2B1Pair%26nsdOptOutParam%3Dtrue%26qid%3D1745323636%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
47,0ZA9PO17WA,VI-JOHN All Skin Type Shaving Cream with Tea Tree oil and Bacti-Guard for All Skin Types,Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/13/2bf2fa0d-d182-455e-94ee-0062fb1397b3_383341_1.png,55g,https://www.swiggy.com/stores/instamart/p/0ZA9PO17WA?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTk0NTc0MjM1NTY5NTAxOjE3NDUzMjM2NDE6c3BfYXRmOjMwMDQ4OTIzOTM2NzgzMjo6MDo6&url=%2FPremium-Shaving-Sandalwood-Personal-Professional%2Fdp%2FB0C8CPQRR1%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.i2vTppZnmw6NHYDu3e5V3NhYsUdrGksofdEo8LGMozp2D1KPoRGRKhuqk4DY9_vtauNjWLYW349zN5FxLPexhyB5Qn_SVwYICquOMdHgxM2fuHs2N_62LpmzJAM6P9HINHDuwlvycfM1_v46yHIhHwtnDNq5KeGnHsv615gz2bP9mQCKSQe8ForW8Si1dtiAtBcOdqpIoxiU23kBi9LiOEJpPEcgqNGR1pQ0qq8xJl7J4fzY0Gh9eQ8HlcQDr6YBZkEgKgbe-AdAvMwRkDV88DEabDkJC2BMBTtO8KJxaEE.tvaK317fP60aL5fyYU_xrJyDeENzx7UKsITSBIyGciE%26dib_tag%3Dse%26keywords%3DVI-JOHN%2BAll%2BSkin%2BType%2BShaving%2BCream%2Bwith%2BTea%2BTree%2Boil%2Band%2BBacti-Guard%2Bfor%2BAll%2BSkin%2BTypes%2B55g%26qid%3D1745323641%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,537.,75,g
