Sl No,SPIN ID,Item Name,L1,IM Images,UOM,Instamart URL,amazon_url,amazon_mrp,amazon_sale_price,amazon_quantity,amazon_uom
92,X3JAVGEJBW,Flite Slippers FL0366L Navy Pink- 4 UK,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/18/b63c05a8-6372-4e85-a15a-23dd5e178941_59000_1.png,4UK,https://www.swiggy.com/stores/instamart/p/X3JAVGEJBW?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMDI5MzMxNzY2NDI5MjQxOjE3NDUzMjQzMTM6c3BfYXRmOjMwMDM5NjAzMTk5MjYzMjo6MDo6&url=%2FTREATTOES-Orthopedic-Slippers-Acupressure-Flip-Flops%2Fdp%2FB0D7CFZ7BH%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.8cPJbn9KPI4Vv6oxFw0i51Ue5nOSBj-MJ94WQ7rNQC78PmVPilt0FKUZy8dWNydbPNnra1B004u9Jiu5gQuMbk-OalUQB390diEz_RtExNP-8Bqw9CSArbkZm_SxGda-XJeTJWsQ9nC1bOhkYpfW9chCr9YTxXmBXdvri3oQXKfGhZ4MMRCtdN9ZaFOExL5qy8J001SozmdfCli13HCAbJYunU_84E6FCt6LRXlEZtaT0RYyt58x2G9gb1HRGWDu4HkgrIpZFnSMdfJiXIkZlVY282Rj9kL0iNhxDvKSfBg.FX3LN-90gxiSl8hnLTxUPf1raiaRMn0rvbu8dzpwvn0%26dib_tag%3Dse%26keywords%3DFlite%2BSlippers%2BFL0366L%2BNavy%2BPink-%2B4%2BUK%2B4UK%26nsdOptOutParam%3Dtrue%26qid%3D1745324313%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,298,N/A,N/A
93,BE0G51KVT6,Crocs Womens Crocs Splash Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/b63daec1-9fb9-4b1f-acd9-8fa50958ecf8_BeltsWalletsBagsinstamax_7ASKZIRD9X_MN.png,4UK,https://www.swiggy.com/stores/instamart/p/BE0G51KVT6?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MzU4NTg2OTMyOTc5OTg2OjE3NDUzMjQzMTc6c3BfYXRmOjMwMDQ4OTE1MDY1ODMzMjo6MDo6&url=%2FYo-kai-Footwear-System-Numeric-Medium%2Fdp%2FB0DNR49GF5%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.gsZiC3gU6vC0X_F_UDKYOhGhGaeRSmkuG9fbfme5AmkPrEHYbEBpHy5CBqtRgYh3KCDNQktpCHfGzZdUZ_MNh7Y25ZiF0oGtg81NYqV0KYTROZBtz01q_HeltpPNtJKnJFOvhsRVt-Kh2vlD_J-xitRnv1dl9lTKU1-ggm7g2B3kYG7_uKUUmXj7HKUusx3605mqrcA4Bis1WSU__LOCF3dQU63-gzz2MCRKInHC0foPSkx64heXPwGD6yw0q4QD9lXCCIpMfon9fC14opKEwrd_dF3yjP0-B985ZITFmLY.Vn-YkJsQDiHdq1IbFGBeV1zR77RbIH5_c4CE0av_2_I%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BCrocs%2BSplash%2BFlip%2BFlop%2BBlack%2B4UK%26nsdOptOutParam%3Dtrue%26qid%3D1745324317%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
94,GULANISHY3,Crocs Unisex All Terrain Flip Navy,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/c1e7497e1dcbb1e58a5b07d42e355e37,6UK,https://www.swiggy.com/stores/instamart/p/GULANISHY3?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNjAwNDkyODkwMzQwNDMyOjE3NDUzMjQzMjA6c3BfYXRmOjMwMDQyOTA3Njk2MTgzMjo6MDo6&url=%2FYo-kai-Relaxed-Footwear-System-Numeric%2Fdp%2FB0DNZ2XTW2%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.TiuVB4toDyya09cm1dzQY1pngg-2pztRFuvrMZX5A1Xm2pTXGbm9upIHOD-4lshk3-Q_BNl7RJwMnrwebNALJsWfBiMUxpDDfzILaIzD9VDz54uXXD9to_lNqOA4lzxktTWxs6ZZe2IK7M-zCytQfoyGcJBW1slj50yhkYLv7OG1ZBhZJS_Q_HVodepmhJu-hjbjpkntVCQS_BquVBtE0vTphnmEMP2drNe7j9QPbirAzkBmUKKDBfnOqZwBHUxGcNC6lJLDZ6o0wXiCe72T4Fq5ADKYF4PM7Cjq6dkIabY.7IFjhBDb_N1mhNehv0h76KHJWAvkP4Bo_1YZzVPsPr8%26dib_tag%3Dse%26keywords%3DCrocs%2BUnisex%2BAll%2BTerrain%2BFlip%2BNavy%2B6UK%26nsdOptOutParam%3Dtrue%26qid%3D1745324320%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1%26smid%3DA2WK3FD3AGEBYA,N/A,499,N/A,N/A
95,4QT2KGWE90,Crocs Womens Splash Glitter Flip Flop Grey_UK3,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/27/1824ce49-fd0d-49a5-8d4a-ab7f5a2945d1_BeltsWalletsBagsinstamax_NJ4H63HYUR_MN.png,1Piece,https://www.swiggy.com/stores/instamart/p/4QT2KGWE90?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTUwNzE4NjQ0ODQ4OTE4OjE3NDUzMjQzMjQ6c3BfYXRmOjMwMDUyNDg4MTIyOTEzMjo6MDo6&url=%2FLUDIC-Collection-CloudFrame-Technology-Ultra-Soft%2Fdp%2FB0F29SYB4Q%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.EH7jGWRtfxSPSNCCXVcgtnYdXMwxZYy6rLSHS9_BUvg8d8LB7Pha4UTAyYLQ6yYJlIS7MmW2LiJ8TognvNVu4ViXMe36y1uCYSXFT_hS5PI61yrvpyKvHyv8kqNXuWF41BOITz2lC6cqTTHMk-w48A1aB8MDFx30-xxiqPsPKShufBn8jzQj7Hki-YCjE0vpBpUdPhIAN8SjxIcFV9PD1dDFwY9pv--PpC66g0v5PVJevgQOTVO_PhM4iSTSetetqbMSREYXW7MxkOAvo3pWYzeiAdMRAp3b8JAHWITbKAQ.TSrH1wKmxvQq640J9Z3FfJWyaow6bXebKJmRJ8ubrIg%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BSplash%2BGlitter%2BFlip%2BFlop%2BGrey_UK3%2B1Piece%26nsdOptOutParam%3Dtrue%26qid%3D1745324324%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,1999,N/A,N/A
96,HSEG6QHYRZ,"VI-JOHN Prakritik Tomato Face Serum, Moisturizes & Hydrates, Made With 100% Natural Bio Actives",Beauty and Grooming,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2025/1/13/e0521cc1-0ef1-4bb3-95fe-ce611825be23_156875_1.png,30ml,https://www.swiggy.com/stores/instamart/p/HSEG6QHYRZ?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjQzMjM5NTg1MTEyNjU0OjE3NDUzMjQzMzE6c3BfYXRmOjMwMDUyODQ5NTk4NDAzMjo6MDo6&url=%2FJEPA-PROFESSIONALS-Hyaluronic-Brightening-Pigmentation%2Fdp%2FB0F3J32C5R%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.MmwqGGIpyeW3RwhimLnzZ1FuoSXHDiGgwcwU74Zhs1ngp-duOAszSt0z7Flfoj0D79ikx6oEl9jH_tzFEEgBfsrGV7DLM8sSlKKFOO7aM6npxYr-XsZ4ypKzKQ7tKbGnSzWAzomEMWyubx0JGKKiqi_RYTqDLxILMSykcBiGUL4n_FzPom5w_0U158muAd4LAZ1XUiK0aeLwJsMRM33eHQ6iCEQ_QiCro6VX8BeTmiSr2iAdigs7V6eJFWXMjb9EmpWsCaUxYpTj0FatYY3NB8Ne3BlXchrk6BRNjmb3Bqo.sG7KG3tMWG4oriLE4IuZbBcHj6kTroJp-5B84DPpZnw%26dib_tag%3Dse%26keywords%3DVI-JOHN%2BPrakritik%2BTomato%2BFace%2BSerum%252C%2BMoisturizes%26qid%3D1745324331%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,599.,N/A,N/A
97,EUZIAP6ISD,Crocs Womens Flip Flop Black,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/22/759f0308-5972-4aee-bca2-36cf53b91797_BeltsWalletsBagsinstamax_5XVP0I6ZBX_MN.png,3UK,https://www.swiggy.com/stores/instamart/p/EUZIAP6ISD?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2ODMzMDQzNTQxMTMwOTk3OjE3NDUzMjQzMzI6c3BfYXRmOjMwMDQ4OTE1MDY1ODMzMjo6MDo6&url=%2FYo-kai-Footwear-System-Numeric-Medium%2Fdp%2FB0DNR49GF5%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.nufuQGSSzY5mqXU44Wu69K011TXz0ZJl1-n4Uz9sRsAyCo_gwoqvN11YwoYgRXtv-DJvu8OJgnqyfEIqcFjryXsUsFGG9BJ6E9XORin3RIOn8Izfq6j9sXysrK9vKjRUKoh7JeH0lUQ6dY6ga3tirGyv8vLdUhARHoaTmjVogab9r8YSsXNDdTcx_k_uZpdInvKnbH9gD-lhDkVrgLafalBTr7CR6f8fjwaXtomaU3SIHDwR-AZxJoHnD-9c_NbLvlgaq0PhkGC2lV6eP2uTtUu43-0aZ_8YVmFpa_fpfeU.KGABQ30zRQLtQ-cQVEbB5VwKv8Xy9kNnZWLzZpHN4Rw%26dib_tag%3Dse%26keywords%3DCrocs%2BWomens%2BFlip%2BFlop%2BBlack%2B3UK%26nsdOptOutParam%3Dtrue%26qid%3D1745324331%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,499,N/A,N/A
98,CBTG0RBYLU,Delight foods Calcutta Meetha Paan,Paan Corner,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/12/27/7ea72de0-30d0-493b-b2b6-22fbcf87f22a_639931_1.png,300g,https://www.swiggy.com/stores/instamart/p/CBTG0RBYLU?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxMDc0MTM2Mjk4MTM2NDgxOjE3NDUzMjQzMzQ6c3BfYXRmOjMwMDI3Mjc1MTkzMzAzMjo6MDo6&url=%2FGudhgrams-flaxseed-Sugar-Free-Digestive-Freshener%2Fdp%2FB0D9P73TMF%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.sgAEzHms-tZhy01GK7D-YrOfrOYhFCNjH1tFvE49a2JNF-ZBWrubVEi6gncDoIWC1XsYjVw7eMJUSd7YsAV4a1C-cunEiR4i8xyT3Dvy-vmntkFzfDa7BLmz_AB0COiRD2SvFXmnQxiO3YCkEPO6JPReYBHYiWNWL2MSM0u5OBj8uFa1szodAp7DPNlRYoKWgcYW0wpDvtRtENfqD4_bEHecTfFEUXMN99l3x5OnzEBx_sUdtWi7-jJWlgc7LqUlsdfXkVNK5Groh6A9g9-XjjTzJDC4NOcBwSAjjP_8AtM.N_087kEA9OVVyEtj5rdIKm2IcqJSkhuZo5yK7FG8-3c%26dib_tag%3Dse%26keywords%3DDelight%2Bfoods%2BCalcutta%2BMeetha%2BPaan%2B300g%26qid%3D1745324334%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,416.,150,g
99,6PU8ZOW7U9,Crocs Mens Classic Sandal White_UK10,Footwear,https://instamart-media-assets.swiggy.com/swiggy/image/upload/NI_CATALOG/IMAGES/CIW/2024/2/28/79f3eb27-95cb-459e-a3eb-5fd9470ea79e_BeltsWalletsBagsinstamax_8BGHMV35FT_MN.PNG,10UK,https://www.swiggy.com/stores/instamart/p/6PU8ZOW7U9?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1MzgwNjE0NDkzODI4ODM3OjE3NDUzMjQzMzg6c3BfYXRmOjMwMDUxNDc2Njc2MDkzMjo6MDo6&url=%2FImpakto-Adjustable-Comfortable-Lightweight-Waterproof%2Fdp%2FB0F1Y184FQ%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.XCO4I7bxShIXvVmuW7LmkWbfXrXI4hXYNSglCwdoRjI48ObhvsnSNiwY86DEs8_Tr97hihRaLRTL94Fnuz1Ssm-RYXZ80ZCvoeyPWatiFQtFg9-9ad_BaSnsJhniTSY50yQJ2ZRQ535Rsx0u3Q8HpdeHPF5zBpWHuoC0fJVA6NDGkPcFqTLJnH8j61ZJHoEMEBimQGq4YR67bVWIDIpMySINLnlVbHadTKPoXEvmSAAErIW7DRzUvcPoiKaaC8MVSHs8vzwCj2PmUFWL4wuAVx5-VmoDD0WWpmQ2Y3yUk9I.GncFMQ_Aq3aMtYe_0I5bftiLofBtg0yRKtAhd1O8--A%26dib_tag%3Dse%26keywords%3DCrocs%2BMens%2BClassic%2BSandal%2BWhite_UK10%2B10UK%26nsdOptOutParam%3Dtrue%26qid%3D1745324338%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,599,N/A,N/A
100,H6JRPYHJB2,Sipon Delightful Mango Flavoured Refreshing Summer Drink,Cold Drinks and Juices,0,250ml,https://www.swiggy.com/stores/instamart/p/H6JRPYHJB2?custom_back=true,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTEwNTU1ODI0NDgwNzA6MTc0NTMyNDM0MDpzcF9hdGY6MzAwNTM2MTM3ODM4NDMyOjowOjo&url=%2FRosa-Mystica-Malta-Squash-500%2Fdp%2FB0F4T7RRPS%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.M86aptDzwfc8rK1_mlXVEhWkeVT7nkqL38Ld28o1rvztKb9JWTxjW7y3MtW7yrPy5x0we7zOsY6DMiQsAVnoBzDLblarQxpos5bPIP8DADk411f-8ho6WzaIHnVQELg0NDNejHSL8mv3TQ-J07mxJpw7II7zwLBJE6iS0TbhNJ0VqGxUxM6wAg5nD_dk6tLQh2xf__lzkLBYX07Iu0CTuEuFnZT-bb3CHhZzBnuPXCVR0oHF2A6YYBpXN14KshXkCh45WytilTT30jsNq_e1fpm_tHtTi7m1X2eDbZfR7Xg.7qavvpP7cPzCWnCJ51yJ80RFoVYirgtECYionrSuNfU%26dib_tag%3Dse%26keywords%3DSipon%2BDelightful%2BMango%2BFlavoured%2BRefreshing%2BSummer%2BDrink%2B250ml%26qid%3D1745324340%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,N/A,299.,500,ml
